word	source	ipa	segments	n_segments	freq	n_utts	n_speakers
गर्लफ्रेन्डसँगको	slr54	ɡərrləpʰɾeːnɖəʃʌ̃ɡʌkoː	ɡ ə r r l ə pʰ ɾ eː n ɖ ə ʃ ʌ̃ ɡ ʌ k oː	18	1	1	1
गर्वनेन्सलाई	slr54	ɡərrwneːnsəlaːi	ɡ ə r r w n eː n s ə l aː i	13	1	1	1
गलकोटे	slr54	ɡələkoːʈeː	ɡ ə l ə k oː ʈ eː	8	1	1	1
गलतमा	slr54	ɡʌlətəmaː	ɡ ʌ l ə t ə m aː	8	1	1	1
गलैँचामा	slr54	ɡəlɛ̃caːmaː	ɡ ə l ɛ̃ c aː m aː	8	1	1	1
गल्तिहरू	slr54	ɡʌltɪhəɾuː	ɡ ʌ l t ɪ h ə ɾ uː	9	1	1	1
गल्तीको	slr54	ɡəltɪːkoː	ɡ ə l t ɪː k oː	7	1	1	1
गल्तीलाई	slr54	ɡəltɪːlaːi	ɡ ə l t ɪː l aː i	8	1	1	1
गल्तीले	slr54	ɡəltɪːleː	ɡ ə l t ɪː l eː	7	1	1	1
गल्ली	slr54	ɡʌllli	ɡ ʌ l l l i	6	1	1	1
गल्लीको	slr54	ɡəlllɪːkoː	ɡ ə l l l ɪː k oː	8	1	1	1
गल्लीहरूमा	slr54	ɡəlllɪːhəɾuːmaː	ɡ ə l l l ɪː h ə ɾ uː m aː	12	1	1	1
गवेषकहरू	slr54	ɡəweːʂəkəhəɾuː	ɡ ə w eː ʂ ə k ə h ə ɾ uː	12	1	1	1
गहतको	slr54	ɡʌhətəkoː	ɡ ʌ h ə t ə k oː	8	1	1	1
गहनतापूर्वक	slr54	ɡəhənətaːpuːrrwkʌ	ɡ ə h ə n ə t aː p uː r r w k ʌ	15	1	1	1
गहनाको	slr54	ɡəhənaːkoː	ɡ ə h ə n aː k oː	8	1	1	1
गहनापोखरीको	slr54	ɡəhənaːpoːkʰəɾɪːkoː	ɡ ə h ə n aː p oː kʰ ə ɾ ɪː k oː	14	1	1	1
गहमा	slr54	ɡʌhəmaː	ɡ ʌ h ə m aː	6	1	1	1
गहिराईले	slr54	ɡəhɪɾaːɪːleː	ɡ ə h ɪ ɾ aː ɪː l eː	9	1	1	1
गहिराथोकका	slr54	ɡəhɪɾaːtʰoːkəkaː	ɡ ə h ɪ ɾ aː tʰ oː k ə k aː	12	1	1	1
गहिरियो	slr54	ɡʌhɪɾɪjoː	ɡ ʌ h ɪ ɾ ɪ j oː	8	1	1	1
गहिरीधारामा	slr54	ɡəhɪɾɪːdʰaːɾaːmaː	ɡ ə h ɪ ɾ ɪː dʰ aː ɾ aː m aː	12	1	1	1
गहिरोरूपमा	slr54	ɡəhɪɾoːɾuːpəmaː	ɡ ə h ɪ ɾ oː ɾ uː p ə m aː	12	1	1	1
गहिरोसम्म	slr54	ɡəhɪɾoːsʌmmə	ɡ ə h ɪ ɾ oː s ʌ m m ə	11	1	1	1
गहूँ	slr54	ɡʌhũ	ɡ ʌ h ũ	4	1	1	1
गह्रौँलाई	slr54	ɡəhɾɔ̃laːi	ɡ ə h ɾ ɔ̃ l aː i	8	1	1	1
गह्वरीय	slr54	ɡəhwɾɪːjə	ɡ ə h w ɾ ɪː j ə	8	1	1	1
गाँजाबाट	slr54	ɡãɟaːbaːʈ	ɡ ã ɟ aː b aː ʈ	7	1	1	1
गाँठागिर्खा	slr54	ɡãʈʰaːɡɪrrkʰaː	ɡ ã ʈʰ aː ɡ ɪ r r kʰ aː	10	1	1	1
गाँव	slr54	ɡãwʌ	ɡ ã w ʌ	4	1	1	1
गाँसियो	slr54	ɡãsɪjoː	ɡ ã s ɪ j oː	6	1	1	1
गाँस्छन्	slr54	ɡãscʰən	ɡ ã s cʰ ə n	6	1	1	1
गांगेय	slr54	ɡaːŋɡeːjə	ɡ aː ŋ ɡ eː j ə	7	1	1	1
गाइ	slr54	ɡaːɪ	ɡ aː ɪ	3	1	1	1
गाइजात्रामा	slr54	ɡaːɪɟaːtɾaːmaː	ɡ aː ɪ ɟ aː t ɾ aː m aː	10	1	1	1
गाइडलाइनमा	slr54	ɡaːɪɖəlaːɪnəmaː	ɡ aː ɪ ɖ ə l aː ɪ n ə m aː	12	1	1	1
गाइडेड	slr54	ɡaːɪɖeːɖ	ɡ aː ɪ ɖ eː ɖ	6	1	1	1
गाईकाने	slr54	ɡaːɪːkaːneː	ɡ aː ɪː k aː n eː	7	1	1	1
गाईगोठसहित	slr54	ɡaːɪːɡoːʈʰəsəhɪt	ɡ aː ɪː ɡ oː ʈʰ ə s ə h ɪ t	12	1	1	1
गाईजात्राको	slr54	ɡaːɪːɟaːtɾaːkoː	ɡ aː ɪː ɟ aː t ɾ aː k oː	10	1	1	1
गाईड	slr54	ɡaːɪːɖ	ɡ aː ɪː ɖ	4	1	1	1
गाईने	slr54	ɡaːɪːneː	ɡ aː ɪː n eː	5	1	1	1
गाईपुरमा	slr54	ɡaːɪːpuɾəmaː	ɡ aː ɪː p u ɾ ə m aː	9	1	1	1
गाईबस्तु	slr54	ɡaːɪːbʌstu	ɡ aː ɪː b ʌ s t u	8	1	1	1
गाईबाट	slr54	ɡaːɪːbaːʈ	ɡ aː ɪː b aː ʈ	6	1	1	1
गाईभैँसी	slr54	ɡaːɪːbʰɛ̃siː	ɡ aː ɪː bʰ ɛ̃ s iː	7	1	1	1
गाईवस्तुले	slr54	ɡaːɪːwʌstuleː	ɡ aː ɪː w ʌ s t u l eː	10	1	1	1
गाईवस्तुहरू	slr54	ɡaːɪːwʌstuhəɾuː	ɡ aː ɪː w ʌ s t u h ə ɾ uː	12	1	1	1
गाउँगाउँमा	slr54	ɡaːũɡaːũmaː	ɡ aː ũ ɡ aː ũ m aː	8	1	1	1
गाउँघर	slr54	ɡaːũɡʰʌɾə	ɡ aː ũ ɡʰ ʌ ɾ ə	7	1	1	1
गाउँछ	slr54	ɡaːũcʰə	ɡ aː ũ cʰ ə	5	1	1	1
गाउँछिन्	slr54	ɡaːũcʰɪn	ɡ aː ũ cʰ ɪ n	6	1	1	1
गाउँथे	slr54	ɡaːũtʰeː	ɡ aː ũ tʰ eː	5	1	1	1
गाउँदिनन्	slr54	ɡaːũdɪnən	ɡ aː ũ d ɪ n ə n	8	1	1	1
गाउँभरि	slr54	ɡaːũbʰʌɾɪ	ɡ aː ũ bʰ ʌ ɾ ɪ	7	1	1	1
गाउँमाथि	slr54	ɡaːũmaːtʰɪ	ɡ aː ũ m aː tʰ ɪ	7	1	1	1
गागलफेदीको	slr54	ɡaːɡələpʰeːdɪːkoː	ɡ aː ɡ ə l ə pʰ eː d ɪː k oː	12	1	1	1
गागा	slr54	ɡaːɡaː	ɡ aː ɡ aː	4	1	1	1
गाग्रोसम्म	slr54	ɡaːɡɾoːsʌmmə	ɡ aː ɡ ɾ oː s ʌ m m ə	10	1	1	1
गाजा	slr54	ɡaːɟaː	ɡ aː ɟ aː	4	1	1	1
गाजियाबादशँग	slr54	ɡaːɟɪjaːbaːdəʃʌ̃ɡ	ɡ aː ɟ ɪ j aː b aː d ə ʃ ʌ̃ ɡ	13	1	1	1
गाजीपुरसित	slr54	ɡaːɟɪːpuɾəsɪt	ɡ aː ɟ ɪː p u ɾ ə s ɪ t	11	1	1	1
गाडामा	slr54	ɡaːɖaːmaː	ɡ aː ɖ aː m aː	6	1	1	1
गाडीमा	slr54	ɡaːɖɪːmaː	ɡ aː ɖ ɪː m aː	6	1	1	1
गाडेर	slr54	ɡaːɖeːɾə	ɡ aː ɖ eː ɾ ə	6	1	1	1
गाडौली	slr54	ɡaːɖɔːli	ɡ aː ɖ ɔː l i	6	1	1	1
गाड्नु	slr54	ɡaːɖnuʲu	ɡ aː ɖ n u u	6	1	1	1
गाण्डीव	slr54	ɡaːɳɖɪːwə	ɡ aː ɳ ɖ ɪː w ə	7	1	1	1
गाथ	slr54	ɡaːtʰ	ɡ aː tʰ	3	1	1	1
गाद	slr54	ɡaːd	ɡ aː d	3	1	1	1
गानाबजानामा	slr54	ɡaːnaːbəɟaːnaːmaː	ɡ aː n aː b ə ɟ aː n aː m aː	12	1	1	1
गानो	slr54	ɡaːnoː	ɡ aː n oː	4	1	1	1
गान्तोकमा	slr54	ɡaːntoːkəmaː	ɡ aː n t oː k ə m aː	9	1	1	1
गान्धर्व	slr54	ɡaːndʰʌrrw	ɡ aː n dʰ ʌ r r w	8	1	1	1
गान्धीजीले	slr54	ɡaːndʰɪːɟɪːleː	ɡ aː n dʰ ɪː ɟ ɪː l eː	9	1	1	1
गाभ्न	slr54	ɡaːbʰnə	ɡ aː bʰ n ə	5	1	1	1
गाभ्नुअगाडि	slr54	ɡaːbʰnuəɡaːɖɪ	ɡ aː bʰ n u ə ɡ aː ɖ ɪ	10	1	1	1
गायकले	slr54	ɡaːjəkəleː	ɡ aː j ə k ə l eː	8	1	1	1
गायत्री	slr54	ɡaːjʌtɾi	ɡ aː j ʌ t ɾ i	7	1	1	1
गायनामा	slr54	ɡaːjənaːmaː	ɡ aː j ə n aː m aː	8	1	1	1
गारतको	slr54	ɡaːɾətəkoː	ɡ aː ɾ ə t ə k oː	8	1	1	1
गारिएको	slr54	ɡaːɾɪʲeːkoː	ɡ aː ɾ ɪ eː k oː	7	1	1	1
गारोको	slr54	ɡaːɾoːkoː	ɡ aː ɾ oː k oː	6	1	1	1
गार्डेन	slr54	ɡaːrrɖeːn	ɡ aː r r ɖ eː n	7	1	1	1
गार्हस्थ्य	slr54	ɡaːrrhʌstʰjə	ɡ aː r r h ʌ s tʰ j ə	10	1	1	1
गार्हैसँग	slr54	ɡaːrrhɛːʃʌ̃ɡ	ɡ aː r r h ɛː ʃ ʌ̃ ɡ	9	1	1	1
गालको	slr54	ɡaːləkoː	ɡ aː l ə k oː	6	1	1	1
गालमा	slr54	ɡaːləmaː	ɡ aː l ə m aː	6	1	1	1
गालीजङ्गाको	slr54	ɡaːlɪːɟəŋɡaːkoː	ɡ aː l ɪː ɟ ə ŋ ɡ aː k oː	11	1	1	1
गाविसमध्ये	slr54	ɡaːwɪsəmədʰjeː	ɡ aː w ɪ s ə m ə dʰ j eː	11	1	1	1
गाविस५	slr54	ɡaːwɪs paːnc	ɡ aː w ɪ s p aː n c	9	1	1	1
गि	slr54	ɡɪ	ɡ ɪ	2	1	1	1
गिँडेर	slr54	ɡĩɖeːɾə	ɡ ĩ ɖ eː ɾ ə	6	1	1	1
गिआर्दानो	slr54	ɡɪʲaːrrdaːnoː	ɡ ɪ aː r r d aː n oː	9	1	1	1
गिगर	slr54	ɡɪɡəɾə	ɡ ɪ ɡ ə ɾ ə	6	1	1	1
गिगाबाइट	slr54	ɡɪɡaːbaːɪʈ	ɡ ɪ ɡ aː b aː ɪ ʈ	8	1	1	1
गिगाहर्जसेकेन्डको	slr54	ɡɪɡaːhərrɟəseːkeːnɖəkoː	ɡ ɪ ɡ aː h ə r r ɟ ə s eː k eː n ɖ ə k oː	19	1	1	1
गिटार	slr54	ɡɪʈaːɾə	ɡ ɪ ʈ aː ɾ ə	6	1	1	1
गित	slr54	ɡɪt	ɡ ɪ t	3	1	1	1
गितार	slr54	ɡɪtaːɾə	ɡ ɪ t aː ɾ ə	6	1	1	1
गिद्धेप्रेस	slr54	ɡɪdːdʰeːpɾeːs	ɡ ɪ dː dʰ eː p ɾ eː s	9	1	1	1
गिनीका	slr54	ɡɪnɪːkaː	ɡ ɪ n ɪː k aː	6	1	1	1
गिनेस	slr54	ɡɪneːs	ɡ ɪ n eː s	5	1	1	1
गिब्सन	slr54	ɡɪbsən	ɡ ɪ b s ə n	6	1	1	1
गियर	slr54	ɡɪjəɾə	ɡ ɪ j ə ɾ ə	6	1	1	1
गिरनारक्षेत्रलाई	slr54	ɡɪɾənaːɾəkʂeːtɾəlaːi	ɡ ɪ ɾ ə n aː ɾ ə k ʂ eː t ɾ ə l aː i	17	1	1	1
गिरफतार	slr54	ɡɪɾəpʰətaːɾə	ɡ ɪ ɾ ə pʰ ə t aː ɾ ə	10	1	1	1
गिरफ्तारमा	slr54	ɡɪɾəpʰtaːɾəmaː	ɡ ɪ ɾ ə pʰ t aː ɾ ə m aː	11	1	1	1
गिरवारी	slr54	ɡɪɾəwaːɾi	ɡ ɪ ɾ ə w aː ɾ i	8	1	1	1
गिरावटआएको	slr54	ɡɪɾaːwəʈəaːeːkoː	ɡ ɪ ɾ aː w ə ʈ ə aː eː k oː	12	1	1	1
गिरावटका	slr54	ɡɪɾaːwəʈəkaː	ɡ ɪ ɾ aː w ə ʈ ə k aː	10	1	1	1
गिरीजाप्रसाद	slr54	ɡɪɾɪːɟaːpɾəsaːd	ɡ ɪ ɾ ɪː ɟ aː p ɾ ə s aː d	12	1	1	1
गिर्खाले	slr54	ɡɪrrkʰaːleː	ɡ ɪ r r kʰ aː l eː	8	1	1	1
गिर्ने	slr54	ɡɪrrneː	ɡ ɪ r r n eː	6	1	1	1
गिर्वाणयुद्ध	slr54	ɡɪrrwaːɳəjudːdʰə	ɡ ɪ r r w aː ɳ ə j u dː dʰ ə	13	1	1	1
गिलो	slr54	ɡɪloː	ɡ ɪ l oː	4	1	1	1
गिल्मोर	slr54	ɡɪlmoːɾə	ɡ ɪ l m oː ɾ ə	7	1	1	1
गिवसन	slr54	ɡɪwəsən	ɡ ɪ w ə s ə n	7	1	1	1
गीतलाई	slr54	ɡɪːtəlaːi	ɡ ɪː t ə l aː i	7	1	1	1
गीतव	slr54	ɡɪːtəwə	ɡ ɪː t ə w ə	6	1	1	1
गीतसङ्गीत	slr54	ɡɪːtəsəŋɡɪːt	ɡ ɪː t ə s ə ŋ ɡ ɪː t	10	1	1	1
गीतहरूमा	slr54	ɡɪːtəhəɾuːmaː	ɡ ɪː t ə h ə ɾ uː m aː	10	1	1	1
गीतहरूले	slr54	ɡɪːtəhəɾuːleː	ɡ ɪː t ə h ə ɾ uː l eː	10	1	1	1
गीतिकाव्यहरूको	slr54	ɡɪːtɪkaːwjʌhəɾuːkoː	ɡ ɪː t ɪ k aː w j ʌ h ə ɾ uː k oː	15	1	1	1
गीतिकिताब	slr54	ɡɪːtɪkɪtaːb	ɡ ɪː t ɪ k ɪ t aː b	9	1	1	1
गीती	slr54	ɡɪːti	ɡ ɪː t i	4	1	1	1
गीन	slr54	ɡɪːn	ɡ ɪː n	3	1	1	1
गु	slr54	ɡu	ɡ u	2	1	1	1
गुँड	slr54	ɡũɖ	ɡ ũ ɖ	3	1	1	1
गुँडभित्रै	slr54	ɡũɖʌbʰɪtɾɛː	ɡ ũ ɖ ʌ bʰ ɪ t ɾ ɛː	9	1	1	1
गुँदरी	slr54	ɡũdʌɾi	ɡ ũ d ʌ ɾ i	6	1	1	1
गुगलको	slr54	ɡuɡələkoː	ɡ u ɡ ə l ə k oː	8	1	1	1
गुच्छाहरूमा	slr54	ɡuccʰaːhəɾuːmaː	ɡ u c cʰ aː h ə ɾ uː m aː	11	1	1	1
गुज	slr54	ɡuɟ	ɡ u ɟ	3	1	1	1
गुजर	slr54	ɡuɟəɾə	ɡ u ɟ ə ɾ ə	6	1	1	1
गुजरात	slr54	ɡuɟəɾaːt	ɡ u ɟ ə ɾ aː t	7	1	1	1
गुजरातीको	slr54	ɡuɟəɾaːtɪːkoː	ɡ u ɟ ə ɾ aː t ɪː k oː	10	1	1	1
गुजुल्टो	slr54	ɡuɟulʈoː	ɡ u ɟ u l ʈ oː	7	1	1	1
गुज्रिरहेका	slr54	ɡuɟɾɪɾəheːkaː	ɡ u ɟ ɾ ɪ ɾ ə h eː k aː	11	1	1	1
गुटकहरूलाई	slr54	ɡuʈəkəhəɾuːlaːi	ɡ u ʈ ə k ə h ə ɾ uː l aː i	13	1	1	1
गुठियारले	slr54	ɡuʈʰɪjaːɾəleː	ɡ u ʈʰ ɪ j aː ɾ ə l eː	10	1	1	1
गुठियारहरूले	slr54	ɡuʈʰɪjaːɾəhəɾuːleː	ɡ u ʈʰ ɪ j aː ɾ ə h ə ɾ uː l eː	14	1	1	1
गुठीका	slr54	ɡuʈʰɪːkaː	ɡ u ʈʰ ɪː k aː	6	1	1	1
गुठीबाट	slr54	ɡuʈʰɪːbaːʈ	ɡ u ʈʰ ɪː b aː ʈ	7	1	1	1
गुठीले	slr54	ɡuʈʰɪːleː	ɡ u ʈʰ ɪː l eː	6	1	1	1
गुडेका	slr54	ɡuɖeːkaː	ɡ u ɖ eː k aː	6	1	1	1
गुणनफलसँग	slr54	ɡuɳənəpʰələʃʌ̃ɡ	ɡ u ɳ ə n ə pʰ ə l ə ʃ ʌ̃ ɡ	13	1	1	1
गुणनहरूको	slr54	ɡuɳənəhəɾuːkoː	ɡ u ɳ ə n ə h ə ɾ uː k oː	12	1	1	1
गुणराज	slr54	ɡuɳəɾaːɟ	ɡ u ɳ ə ɾ aː ɟ	7	1	1	1
गुणसूत्रीय	slr54	ɡuɳəsuːtɾɪːjə	ɡ u ɳ ə s uː t ɾ ɪː j ə	11	1	1	1
गुणस्तरीय	slr54	ɡuɳəstəɾɪːjə	ɡ u ɳ ə s t ə ɾ ɪː j ə	11	1	1	1
गुणहरूमा	slr54	ɡuɳəhəɾuːmaː	ɡ u ɳ ə h ə ɾ uː m aː	10	1	1	1
गुण्डाले	slr54	ɡuɳɖaːleː	ɡ u ɳ ɖ aː l eː	7	1	1	1
गुण्डाहरूसहित	slr54	ɡuɳɖaːhəɾuːsəhɪt	ɡ u ɳ ɖ aː h ə ɾ uː s ə h ɪ t	14	1	1	1
गुदा	slr54	ɡudaː	ɡ u d aː	4	1	1	1
गुदासम्बन्धी	slr54	ɡudaːsəmbʌndʰi	ɡ u d aː s ə m b ʌ n dʰ i	12	1	1	1
गुदीयुक्त	slr54	ɡudɪːjuktə	ɡ u d ɪː j u k t ə	9	1	1	1
गुदे	slr54	ɡudeː	ɡ u d eː	4	1	1	1
गुनासाहरू	slr54	ɡunaːsaːhəɾuː	ɡ u n aː s aː h ə ɾ uː	10	1	1	1
गुनु	slr54	ɡunuʲu	ɡ u n u u	5	1	1	1
गुन्जनमा	slr54	ɡunɟənəmaː	ɡ u n ɟ ə n ə m aː	9	1	1	1
गुन्जन्छ	slr54	ɡunɟʌncʰə	ɡ u n ɟ ʌ n cʰ ə	8	1	1	1
गुन्जाउँदै	slr54	ɡunɟaːũdɛː	ɡ u n ɟ aː ũ d ɛː	8	1	1	1
गुन्टुर	slr54	ɡunʈuɾə	ɡ u n ʈ u ɾ ə	7	1	1	1
गुन्द्री	slr54	ɡundɾi	ɡ u n d ɾ i	6	1	1	1
गुन्द्रुक	slr54	ɡundɾukə	ɡ u n d ɾ u k ə	8	1	1	1
गुन्यू	slr54	ɡunjuː	ɡ u n j uː	5	1	1	1
गुप्तपूजा	slr54	ɡuptəpuːɟaː	ɡ u p t ə p uː ɟ aː	9	1	1	1
गुप्तबास	slr54	ɡuptəbaːs	ɡ u p t ə b aː s	8	1	1	1
गुप्तरूपले	slr54	ɡuptəɾuːpəleː	ɡ u p t ə ɾ uː p ə l eː	11	1	1	1
गुप्तवासमा	slr54	ɡuptəwaːsəmaː	ɡ u p t ə w aː s ə m aː	11	1	1	1
गुप्ताङ्गमा	slr54	ɡuptaːŋɡəmaː	ɡ u p t aː ŋ ɡ ə m aː	10	1	1	1
गुप्तेश्वरी	slr54	ɡupteːʃwɾiː	ɡ u p t eː ʃ w ɾ iː	9	1	1	1
गुफाभित्रै	slr54	ɡupʰaːbʰɪtɾɛː	ɡ u pʰ aː bʰ ɪ t ɾ ɛː	9	1	1	1
गुबारको	slr54	ɡubaːɾəkoː	ɡ u b aː ɾ ə k oː	8	1	1	1
गुमाउदै	slr54	ɡumaːʊdɛː	ɡ u m aː ʊ d ɛː	7	1	1	1
गुमाएपछि	slr54	ɡumaːeːpəcʰɪ	ɡ u m aː eː p ə cʰ ɪ	9	1	1	1
गुमायो	slr54	ɡumaːjoː	ɡ u m aː j oː	6	1	1	1
गुम्नुको	slr54	ɡumnukoː	ɡ u m n u k oː	7	1	1	1
गुम्बाका	slr54	ɡumbaːkaː	ɡ u m b aː k aː	7	1	1	1
गुम्बामध्ये	slr54	ɡumbaːmʌdʰjeː	ɡ u m b aː m ʌ dʰ j eː	10	1	1	1
गुम्बामै	slr54	ɡumbaːmɛː	ɡ u m b aː m ɛː	7	1	1	1
गुम्वा	slr54	ɡumwaː	ɡ u m w aː	5	1	1	1
गुरिल्ला	slr54	ɡuɾɪlllaː	ɡ u ɾ ɪ l l l aː	8	1	1	1
गुरुङहरूमा	slr54	ɡuɾuŋəhəɾuːmaː	ɡ u ɾ u ŋ ə h ə ɾ uː m aː	12	1	1	1
गुरुचेला	slr54	ɡuɾuceːlaː	ɡ u ɾ u c eː l aː	8	1	1	1
गुरुजनहरूबाट	slr54	ɡuɾuɟənəhəɾuːbaːʈ	ɡ u ɾ u ɟ ə n ə h ə ɾ uː b aː ʈ	15	1	1	1
गुरुजीलाई	slr54	ɡuɾuɟɪːlaːi	ɡ u ɾ u ɟ ɪː l aː i	9	1	1	1
गुरुजुपल्टनको	slr54	ɡuɾuɟupʌlʈənəkoː	ɡ u ɾ u ɟ u p ʌ l ʈ ə n ə k oː	15	1	1	1
गुरुत्वमापन	slr54	ɡuɾutwmaːpən	ɡ u ɾ u t w m aː p ə n	11	1	1	1
गुरुत्वाकर्षणका	slr54	ɡuɾutwaːkərrʂəɳəkaː	ɡ u ɾ u t w aː k ə r r ʂ ə ɳ ə k aː	17	1	1	1
गुरुत्वाकर्षणले	slr54	ɡuɾutwaːkərrʂəɳəleː	ɡ u ɾ u t w aː k ə r r ʂ ə ɳ ə l eː	17	1	1	1
गुरुदक्षिणामा	slr54	ɡuɾudəkʂɪɳaːmaː	ɡ u ɾ u d ə k ʂ ɪ ɳ aː m aː	13	1	1	1
गुरुदेव	slr54	ɡuɾudeːwə	ɡ u ɾ u d eː w ə	8	1	1	1
गुरुद्वारहरूको	slr54	ɡuɾudːwaːɾəhəɾuːkoː	ɡ u ɾ u dː w aː ɾ ə h ə ɾ uː k oː	15	1	1	1
गुरुहरूको	slr54	ɡuɾuhəɾuːkoː	ɡ u ɾ u h ə ɾ uː k oː	10	1	1	1
गुरुहरूमा	slr54	ɡuɾuhəɾuːmaː	ɡ u ɾ u h ə ɾ uː m aː	10	1	1	1
गुरूच्चरणको	slr54	ɡuɾuːccəɾəɳəkoː	ɡ u ɾ uː c c ə ɾ ə ɳ ə k oː	13	1	1	1
गुरूत्वकेन्द्रदेखि	slr54	ɡuɾuːtwkeːndɾədeːkʰɪ	ɡ u ɾ uː t w k eː n d ɾ ə d eː kʰ ɪ	16	1	1	1
गुरूत्वले	slr54	ɡuɾuːtwleː	ɡ u ɾ uː t w l eː	8	1	1	1
गुरूत्वाकर्षण	slr54	ɡuɾuːtwaːkərrʂəɳ	ɡ u ɾ uː t w aː k ə r r ʂ ə ɳ	14	1	1	1
गुरूदेवबाट	slr54	ɡuɾuːdeːwəbaːʈ	ɡ u ɾ uː d eː w ə b aː ʈ	11	1	1	1
गुरूपूर्णिमाका	slr54	ɡuɾuːpuːrrɳɪmaːkaː	ɡ u ɾ uː p uː r r ɳ ɪ m aː k aː	14	1	1	1
गुरूमण्डल	slr54	ɡuɾuːmʌɳɖəl	ɡ u ɾ uː m ʌ ɳ ɖ ə l	10	1	1	1
गुरूसम	slr54	ɡuɾuːsəmə	ɡ u ɾ uː s ə m ə	8	1	1	1
गुर्जा	slr54	ɡurrɟaː	ɡ u r r ɟ aː	6	1	1	1
गुर्जो	slr54	ɡurrɟoː	ɡ u r r ɟ oː	6	1	1	1
गुर्जोको	slr54	ɡurrɟoːkoː	ɡ u r r ɟ oː k oː	8	1	1	1
गुलजारी	slr54	ɡuləɟaːɾi	ɡ u l ə ɟ aː ɾ i	8	1	1	1
गुलिमरी	slr54	ɡulɪməɾi	ɡ u l ɪ m ə ɾ i	8	1	1	1
गुलियोपनलाई	slr54	ɡulɪjoːpənəlaːi	ɡ u l ɪ j oː p ə n ə l aː i	13	1	1	1
गुल्मीका	slr54	ɡulmɪːkaː	ɡ u l m ɪː k aː	7	1	1	1
गुल्मीको	slr54	ɡulmɪːkoː	ɡ u l m ɪː k oː	7	1	1	1
गुस्ताव	slr54	ɡustaːwə	ɡ u s t aː w ə	7	1	1	1
गुहा	slr54	ɡuhaː	ɡ u h aː	4	1	1	1
गुहाम्य	slr54	ɡuhaːmmjə	ɡ u h aː m m j ə	8	1	1	1
गुह्यक	slr54	ɡuhjəkə	ɡ u h j ə k ə	7	1	1	1
गुह्यकाली	slr54	ɡuhjəkaːli	ɡ u h j ə k aː l i	9	1	1	1
गुह्यकाल्या	slr54	ɡuhjəkaːljaː	ɡ u h j ə k aː l j aː	10	1	1	1
गुह्यश्वरी	slr54	ɡuhjəʃwɾiː	ɡ u h j ə ʃ w ɾ iː	9	1	1	1
गुह्येश्वरी	slr54	ɡuhjeːʃwɾiː	ɡ u h j eː ʃ w ɾ iː	9	1	1	1
गृहका	slr54	ɡɾɪhəkaː	ɡ ɾ ɪ h ə k aː	7	1	1	1
गृहको	slr54	ɡɾɪhəkoː	ɡ ɾ ɪ h ə k oː	7	1	1	1
गृहणी	slr54	ɡɾɪhəɳiː	ɡ ɾ ɪ h ə ɳ iː	7	1	1	1
गृहनगर	slr54	ɡɾɪhənəɡəɾə	ɡ ɾ ɪ h ə n ə ɡ ə ɾ ə	11	1	1	1
गृहनजरबन्दीमा	slr54	ɡɾɪhənəɟəɾəbəndɪːmaː	ɡ ɾ ɪ h ə n ə ɟ ə ɾ ə b ə n d ɪː m aː	18	1	1	1
गृहभूमि	slr54	ɡɾɪhəbʰuːmɪ	ɡ ɾ ɪ h ə bʰ uː m ɪ	9	1	1	1
गृहयुद्धका	slr54	ɡɾɪhəjudːdʰəkaː	ɡ ɾ ɪ h ə j u dː dʰ ə k aː	12	1	1	1
गृहयुद्धबाट	slr54	ɡɾɪhəjudːdʰəbaːʈ	ɡ ɾ ɪ h ə j u dː dʰ ə b aː ʈ	13	1	1	1
गृहयुद्धमा	slr54	ɡɾɪhəjudːdʰəmaː	ɡ ɾ ɪ h ə j u dː dʰ ə m aː	12	1	1	1
गृहस्थ	slr54	ɡɾɪhʌstʰə	ɡ ɾ ɪ h ʌ s tʰ ə	8	1	1	1
गृहस्थीको	slr54	ɡɾɪhəstʰɪːkoː	ɡ ɾ ɪ h ə s tʰ ɪː k oː	10	1	1	1
गृहिणीका	slr54	ɡɾɪhɪɳɪːkaː	ɡ ɾ ɪ h ɪ ɳ ɪː k aː	9	1	1	1
गृहिणीको	slr54	ɡɾɪhɪɳɪːkoː	ɡ ɾ ɪ h ɪ ɳ ɪː k oː	9	1	1	1
गृहीत	slr54	ɡɾɪhɪːt	ɡ ɾ ɪ h ɪː t	6	1	1	1
गेओर्गी	slr54	ɡeːoːrrɡi	ɡ eː oː r r ɡ i	7	1	1	1
गेगन	slr54	ɡeːɡən	ɡ eː ɡ ə n	5	1	1	1
गेटवे	slr54	ɡeːʈəweː	ɡ eː ʈ ə w eː	6	1	1	1
गेटेले	slr54	ɡeːʈeːleː	ɡ eː ʈ eː l eː	6	1	1	1
गेडही	slr54	ɡeːɖəhiː	ɡ eː ɖ ə h iː	6	1	1	1
गेडामा	slr54	ɡeːɖaːmaː	ɡ eː ɖ aː m aː	6	1	1	1
गेडो	slr54	ɡeːɖoː	ɡ eː ɖ oː	4	1	1	1
गेम	slr54	ɡeːmə	ɡ eː m ə	4	1	1	1
गेमसँग	slr54	ɡeːməʃʌ̃ɡ	ɡ eː m ə ʃ ʌ̃ ɡ	7	1	1	1
गेरुकटि	slr54	ɡeːɾukəʈɪ	ɡ eː ɾ u k ə ʈ ɪ	8	1	1	1
गेरेका	slr54	ɡeːɾeːkaː	ɡ eː ɾ eː k aː	6	1	1	1
