word	freq	n_utts	n_speakers
लेसर्टिलियामा	1	1	1
लेसोथो	1	1	1
लेस्सेर	1	1	1
लेह	1	1	1
लेहदेखि	1	1	1
लैक्लान	1	1	1
लैजा	1	1	1
लैबरीमा	1	1	1
लैलैमा	1	1	1
लो	1	1	1
लोककथाहरूको	1	1	1
लोककलाका	1	1	1
लोकका	1	1	1
लोकको	1	1	1
लोकगाथालाई	1	1	1
लोकगीतहरू	1	1	1
लोकतन्त्रका	1	1	1
लोकतन्त्रमा	1	1	1
लोकतन्त्रवादी	1	1	1
लोकतन्त्रिक	1	1	1
लोकनाटकमा	1	1	1
लोकन्थली	1	1	1
लोकप्रियतम	1	1	1
लोकप्रियताको	1	1	1
लोकबाजा	1	1	1
लोकबाजाहरू	1	1	1
लोकभक्त	1	1	1
लोकमार्ग	1	1	1
लोकलय	1	1	1
लोकलाई	1	1	1
लोकसभाप्रति	1	1	1
लोकोक्ती	1	1	1
लोखर्केमा	1	1	1
लोगो	1	1	1
लोग्नेमानिस	1	1	1
लोदेंग	1	1	1
लोधी	1	1	1
लोधीले	1	1	1
लोफोफोरस	1	1	1
लोभाटो	1	1	1
लोभीपापी	1	1	1
लोभ्याउन	1	1	1
लोयोर्ड	1	1	1
लोयोला	1	1	1
लोसनको	1	1	1
लोहडी	1	1	1
लोहाङ्गसेनको	1	1	1
लोहार	1	1	1
लोहियावादीको	1	1	1
लौहयुग	1	1	1
ल्याइएँ	1	1	1
ल्याइएका	1	1	1
ल्याइदिनुस्	1	1	1
ल्याइन्	1	1	1
ल्याइपुग्यो	1	1	1
ल्याउँछन्	1	1	1
ल्याउँछु	1	1	1
ल्याउथेँ	1	1	1
ल्याउनको	1	1	1
ल्याउनुभएको	1	1	1
ल्याउनेछ	1	1	1
ल्याक्टिक	1	1	1
ल्याङडन	1	1	1
ल्याङ्ग्वेज	1	1	1
ल्याण्ड	1	1	1
ल्यान्ड	1	1	1
ल्यान्डका	1	1	1
ल्यान्डको	1	1	1
ल्हासा	1	1	1
ल्हासासँग	1	1	1
वंगालको	1	1	1
वंघःमा	1	1	1
वंशकी	1	1	1
वंशसहित	1	1	1
वंशाणु	1	1	1
वंशाणुको	1	1	1
वंशानुचरित	1	1	1
वंशावललीहरूमा	1	1	1
वंशावलीद्वारा	1	1	1
वंशावलीहरूले	1	1	1
वंसी	1	1	1
वकिलका	1	1	1
वकिलले	1	1	1
वकिलहरूले	1	1	1
वक्तव्यमा	1	1	1
वक्ताताशास्त्रमा	1	1	1
वक्ताहरू	1	1	1
वक्नाघाटमा	1	1	1
वक्स	1	1	1
वगर	1	1	1
वग्ने	1	1	1
वङ्ग	1	1	1
वचनको	1	1	1
वचनद्वारा	1	1	1
वजनका	1	1	1
वजिमयद्वारा	1	1	1
वटवृक्षलाई	1	1	1
वटाको	1	1	1
वनकस	1	1	1
वनजङ्गलमा	1	1	1
वनपाखाको	1	1	1
वनबकुल्ला	1	1	1
वनभोज	1	1	1
वनभोजका	1	1	1
वनभ्याकुर	1	1	1
वनमाराभन्दा	1	1	1
वनलाई	1	1	1
वनस्पतिसँग	1	1	1
वनहरूले	1	1	1
वनावट	1	1	1
वनिता	1	1	1
वन्डको	1	1	1
वन्दना	1	1	1
वन्दनीय	1	1	1
वफादार	1	1	1
वमाोजिम	1	1	1
वमोजिम	1	1	1
वयानका	1	1	1
वयोवृद्ध	1	1	1
वराह	1	1	1
वरि	1	1	1
वरियतामा	1	1	1
वरी	1	1	1
वरीयताहरू	1	1	1
वरौला	1	1	1
वर्गकी	1	1	1
वर्गीकरणका	1	1	1
वर्गीकरणबाट	1	1	1
वर्गीकरणभित्र	1	1	1
वर्गीकरणलाई	1	1	1
वर्चुअल	1	1	1
वर्जन	1	1	1
वर्जिनिया	1	1	1
वर्णको	1	1	1
वर्णनमा	1	1	1
वर्णनलाई	1	1	1
वर्णनहरूमा	1	1	1
वर्णनिर्माण	1	1	1
वर्णपटमा	1	1	1
वर्णमालामा	1	1	1
वर्णाक्षर	1	1	1
वर्णोका	1	1	1
वर्ण्य	1	1	1
वर्दिया	1	1	1
वर्मन	1	1	1
वर्मालाई	1	1	1
वर्माले	1	1	1
वर्ल्डवाइड	1	1	1
वर्षजतिको	1	1	1
वर्षपहिले	1	1	1
वर्षपुग्दा	1	1	1
वर्षभित्र	1	1	1
वर्षमुनिकाको	1	1	1
वर्षसम्मको	1	1	1
वर्षसम्मै	1	1	1
वर्षहरूसम्म	1	1	1
वर्षातको	1	1	1
वर्षेनि	1	1	1
वर्षै	1	1	1
वर्षोदेखि	1	1	1
वर्षौँसम्म	1	1	1
वर्षौसम्म	1	1	1
वल्ट्जिङ	1	1	1
वल्ड	1	1	1
वल्डकप	1	1	1
वल्डकपको	1	1	1
वल्लभले	1	1	1
वषको	1	1	1
वषीय	1	1	1
वषे	1	1	1
वषैभरि	1	1	1
वसमाजिक	1	1	1
वसल्लमलाई	1	1	1
वस्तीको	1	1	1
वस्तीहरूमा	1	1	1
वस्तुका	1	1	1
वस्तुनिष्ठ	1	1	1
वस्तुभाउ	1	1	1
वस्तुमा	1	1	1
वस्तुमानिसलाई	1	1	1
वस्तुवादी	1	1	1
वस्तुसँगको	1	1	1
वस्त्रमा	1	1	1
वहन्छ	1	1	1
वहाँहरू	1	1	1
वहिष्कृत	1	1	1
वाँधिएका	1	1	1
वाईसखुवा	1	1	1
वाक	1	1	1
वाक्कलाशास्त्र	1	1	1
वाक्यका	1	1	1
वाक्यमा	1	1	1
वाक्यलाई	1	1	1
वाक्शक्ति	1	1	1
वागभैरव	1	1	1
वाग्मती	1	1	1
वाग्लेजी	1	1	1
वाग्लेद्वारा	1	1	1
वाङ्मय	1	1	1
वाङ्मयको	1	1	1
वाङ्मयमा	1	1	1
वाचनशैलीबाट	1	1	1
वाचनालयको	1	1	1
वाचर	1	1	1
वाचस्पति	1	1	1
वाजपेयी	1	1	1
वाञ्छनीय	1	1	1
वाञ्छित	1	1	1
वाटरफोर्ड	1	1	1
वाटर्स	1	1	1
वाणले	1	1	1
वाणि	1	1	1
वाणिज्यको	1	1	1
वाणीमा	1	1	1
वातरक्त	1	1	1
वातारणमा	1	1	1
वातावतरणबाट	1	1	1
वातावरणले	1	1	1
वातावरणविद्	1	1	1
वातावरणसम्बन्धी	1	1	1
वातावरणसहित	1	1	1
वात्सल्य	1	1	1
वात्स्यायन	1	1	1
वात्स्यायनको	1	1	1
वाथ	1	1	1
वादकले	1	1	1
वादन	1	1	1
वादविवादमा	1	1	1
वादविवादलाई	1	1	1
वादविवादहरूमा	1	1	1
वादीसँग	1	1	1
वादे	1	1	1
वाद्यवादकले	1	1	1
वाध्यतापूर्वक	1	1	1
वाध्यताले	1	1	1
वानस्पतिक	1	1	1
वानाहोङ	1	1	1
वानी	1	1	1
वानीरा	1	1	1
वान्छित	1	1	1
वामदलहरू	1	1	1
वाममोर्चाका	1	1	1
वामहरूको	1	1	1
वायखोला	1	1	1
वायुयान	1	1	1
वायुले	1	1	1
वायुसेना	1	1	1
वारङ्गलमा	1	1	1
वारतालाप	1	1	1
वारेमा	1	1	1
वार्डद्वारा	1	1	1
वार्डहरू	1	1	1
वार्डहरूमा	1	1	1
वार्ताकार	1	1	1
वार्तानायकबाट	1	1	1
वार्बलर्स	1	1	1
वार्षिकरूपमा	1	1	1
वार्सेल्स	1	1	1
वार्सेल्सको	1	1	1
वालाहरूमा	1	1	1
वालिङ्बजार	1	1	1
वालुवा	1	1	1
वाल्टर	1	1	1
वाल्टर्ससँग	1	1	1
वाल्मिकीद्वारा	1	1	1
वाल्मीकिले	1	1	1
वाल्मीकी	1	1	1
वाषिर्कोत्सवमा	1	1	1
वासना	1	1	1
वासनासम्बद्ध	1	1	1
वासपेन्टिङमा	1	1	1
वासवर्थको	1	1	1
वासिन्दाका	1	1	1
वासीदा	1	1	1
वासुकी	1	1	1
वासुदेब	1	1	1
वासुदेवको	1	1	1
वास्तविकताको	1	1	1
वास्तविकतासँग	1	1	1
वास्तुकलामा	1	1	1
वास्तुकार	1	1	1
वास्तुकारका	1	1	1
वास्तुशास्त्रलाई	1	1	1
वाह	1	1	1
वाहनर्यालीहरू	1	1	1
वाहनहरू	1	1	1
वाहिद	1	1	1
वाहिदबाट	1	1	1
वाहुल्यता	1	1	1
वि.सं	1	1	1
विकको	1	1	1
विकर्षण	1	1	1
विकलाङ्गता	1	1	1
विकले	1	1	1
विकल्पमा	1	1	1
विकल्पीको	1	1	1
विकाशमा	1	1	1
विकासकहरू	1	1	1
विकासक्रमका	1	1	1
विकासक्षेत्रअन्तर्गत	1	1	1
विकासतर्फ	1	1	1
विकासद्वारा	1	1	1
विकासपछि	1	1	1
विकासप्रतिको	1	1	1
विकाससँग	1	1	1
विकासहरू	1	1	1
विकिआयोजना	1	1	1
विकिकपिडिया	1	1	1
विकिकर्मी	1	1	1
विकिथन	1	1	1
विकिथोन	1	1	1
विकिपरियोजना	1	1	1
विकिपिडियाको	1	1	1
विकिपीडियालाई	1	1	1
विकिपीडियासँग	1	1	1
विकिप्रति	1	1	1
विकिब्राउजर	1	1	1
विकिमीडियाको	1	1	1
विकिमीडियामा	1	1	1
विकिया	1	1	1
विकिरणलाई	1	1	1
विकिलिक्सका	1	1	1
विकिसत	1	1	1
विकीका	1	1	1
विकीले	1	1	1
विकृतिको	1	1	1
विकृतिहरू	1	1	1
विकेटको	1	1	1
विक्टोरियामा	1	1	1
विक्ली	1	1	1
विक्सनरी	1	1	1
विक्सनरीमा	1	1	1
विखण्डनीय	1	1	1
विगाहा	1	1	1
विघटित	1	1	1
विघ्नबाधा	1	1	1
विचलनलाई	1	1	1
विचलित	1	1	1
विचारक	1	1	1
विचारकहरू	1	1	1
विचारधाराले	1	1	1
विचारधाराहरूमा	1	1	1
विचारविमर्श	1	1	1
विचारशील	1	1	1
विचारसहित	1	1	1
विचारहरको	1	1	1
विचारहरूको	1	1	1
विचारहरूदेखि	1	1	1
विचारोपदेश	1	1	1
विच्छेदको	1	1	1
विछोड	1	1	1
विछोडको	1	1	1
विजयनगर	1	1	1
विजयमा	1	1	1
विजयादशमीका	1	1	1
विजेतालाई	1	1	1
विजोड	1	1	1
विज्ञताको	1	1	1
विज्ञनले	1	1	1
विज्ञहरूले	1	1	1
विज्ञानकथाहरू	1	1	1
विज्ञानसङ्ग	1	1	1
विज्ञानसम्मत	1	1	1
विज्ञानहरूमा	1	1	1
विज्ञापित	1	1	1
विट्नेस	1	1	1
विट्ल्याम	1	1	1
वितस्ता	1	1	1
वित्तपोषित	1	1	1
वित्तिय	1	1	1
विदीर्ण	1	1	1
विदेशको	1	1	1
विदेशबाटै	1	1	1
विदेशीको	1	1	1
विद्धमान	1	1	1
विद्धान	1	1	1
विद्धानहरूले	1	1	1
विद्यमानता	1	1	1
विद्यागृहको	1	1	1
विद्याधर्म	1	1	1
विद्यापिठमा	1	1	1
विद्यापीठ	1	1	1
विद्याभुषण	1	1	1
विद्यारण्य	1	1	1
विद्यार्थि	1	1	1
विद्यार्थीकालदेखि	1	1	1
विद्यार्थीमाथि	1	1	1
विद्यार्थीले	1	1	1
विद्यालयकलेजका	1	1	1
विद्यालहरूमा	1	1	1
विद्यालाई	1	1	1
विद्यावारिधी	1	1	1
विद्याहरू	1	1	1
विद्युतीकरणका	1	1	1
विद्युत्वाहक	1	1	1
विद्रोहमा	1	1	1
विद्रोहलाई	1	1	1
विद्रोहहरूको	1	1	1
विद्रोहीहरू	1	1	1
विद्वत	1	1	1
विद्वानले	1	1	1
विद्वानहरूमाझ	1	1	1
विद्वानहरूलेव	1	1	1
विद्वान्माझ	1	1	1
विद्हरू	1	1	1
विधाका	1	1	1
विधातर्फ	1	1	1
विधानदेखि	1	1	1
विधानपालिका	1	1	1
विधानपूर्वक	1	1	1
विधानमा	1	1	1
विधानले	1	1	1
विधानसभाको	1	1	1
विधानसभाहरूका	1	1	1
विधायकसमेत	1	1	1
विधायकहरू	1	1	1
विधायकी	1	1	1
विधायिकाको	1	1	1
विधायिकामा	1	1	1
विधाहरू	1	1	1
विधिबाट	1	1	1
विधिवेत्ताहरू	1	1	1
विधी	1	1	1
विधुतीय	1	1	1
विधेयकअनुसार	1	1	1
विनले	1	1	1
विनष्ट	1	1	1
विनीत	1	1	1
विन्ती	1	1	1
विन्दुले	1	1	1
विन्नीलाई	1	1	1
विन्नीसँग	1	1	1
विन्सलेटले	1	1	1
विपक्षीहरु	1	1	1
विपक्षीहरुले	1	1	1
विपत	1	1	1
विपथन	1	1	1
विफलतादेखि	1	1	1
विभक्तिपछिको	1	1	1
विभक्तिमा	1	1	1
विभत्स	1	1	1
विभागदेखि	1	1	1
विभागद्वारा	1	1	1
विभागस्तरिय	1	1	1
विभाजनद्वारा	1	1	1
विभाजनलाई	1	1	1
विभेदयुक्त	1	1	1
विभेदिकरणका	1	1	1
विम	1	1	1
विमति	1	1	1
विमल	1	1	1
विमानचालक	1	1	1
विमानचालकको	1	1	1
विमानचालकहरू	1	1	1
